Account,datetime,Closed PnL,Size USD,Side,pnl_zscore
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-19 21:20:00,19533.20559,94955.57,BUY,21.198050789544215
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-02-19 21:20:00,19530.5225,2268415.35,SELL,21.19513173055827
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-19 21:20:00,-18993.46842,258690.51,SELL,-20.716918133354486
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-10-27 03:33:20,-18849.96767,130127.47,BUY,-20.560796961952526
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2025-02-19 21:20:00,18862.26612,233257.28,BUY,20.468104388593623
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-06-15 15:06:40,18713.88918,3921430.72,SELL,20.30667818223694
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-10-27 03:33:20,18680.65312,18680.67,SELL,20.270519119514372
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-10-27 03:33:20,18569.0168,18569.03,SELL,20.149064750464706
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-03 09:46:40,-18360.67007,111779.98,SELL,-20.028467239103218
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-03 09:46:40,18282.19011,50829.24,SELL,19.837012591628277
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-19 21:20:00,18271.95683,77120.36,BUY,19.82587932813743
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-03 09:46:40,-18148.47621,111378.3,SELL,-19.7976116234531
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-03 09:46:40,-18011.33336,108753.01,SELL,-19.648407508551937
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-10-27 03:33:20,18094.55614,18094.57,SELL,19.632876827939235
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-03 09:46:40,-17937.47276,110975.43,SELL,-19.568051110467245
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-06-15 15:06:40,18022.9584,3641180.84,SELL,19.554982300987053
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-02-19 21:20:00,-17742.21655,226700.03,BUY,-19.35562275571156
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-19 21:20:00,17785.99094,23999.35,BUY,19.297174328280658
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-19 21:20:00,17582.29325,199360.94,BUY,19.075562092981027
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-03 09:46:40,-17413.2,106352.0,SELL,-18.99767027674102
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-19 21:20:00,-17323.49327,26141.54,SELL,-18.900074133374247
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-03 09:46:40,17293.90182,54060.24,SELL,18.761807580381713
0xb899e522b5715391ae1d4f137653e7906c5e2115,2025-02-19 21:20:00,-17178.87662,1613842.3,BUY,-18.742738922218713
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-19 21:20:00,-16503.40731,330172.34,SELL,-18.007864296662582
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-06-15 15:06:40,-16494.59424,41999.07,BUY,-17.99827614599405
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-19 21:20:00,16560.9381,57709.9,BUY,17.964382099598243
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-19 21:20:00,16555.93464,20579.61,BUY,17.958938601663473
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-19 21:20:00,16305.57609,213391.94,SELL,17.686561836409663
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-27 03:33:20,15999.95,16000.0,SELL,17.354056931858285
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-19 21:20:00,15993.72491,200295.54,BUY,17.347284365562412
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-19 21:20:00,15993.07849,300030.56,BUY,17.346581095038616
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-10-27 03:33:20,15821.26862,15821.27,SELL,17.159661109165242
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-19 21:20:00,15626.03205,277167.19,SELL,16.947254121683287
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-19 21:20:00,15574.55405,20755.65,BUY,16.891248800028663
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-19 21:20:00,15379.18528,259725.54,SELL,16.67869798598929
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-19 21:20:00,14995.64105,491106.95,SELL,16.261422295987234
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-19 21:20:00,14966.20142,36755.37,BUY,16.229393546860553
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-27 03:33:20,14820.26404,14820.31,SELL,16.07062145182319
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-06-15 15:06:40,-14423.8407,35889.5,BUY,-15.74540660803306
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-19 21:20:00,14472.42633,17956.21,BUY,15.692192553416909
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-19 21:20:00,14374.3311,18281.37,BUY,15.585470168923832
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-19 21:20:00,14327.62569,97240.09,BUY,15.534657170942925
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-10-27 03:33:20,14151.62721,14151.64,SELL,15.343180200525945
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-10-27 03:33:20,13901.79413,29272.05,BUY,15.071375118639198
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-19 21:20:00,13735.0525,32233.5,BUY,14.889969107889621
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2024-10-27 03:33:20,-13361.68715,116770.69,SELL,-14.589840128870055
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-10-27 03:33:20,13404.23882,15499.14,SELL,14.530061447216118
0x271b280974205ca63b716753467d5a371de622ab,2025-06-15 15:06:40,-13265.34706,574495.47,BUY,-14.485027243196843
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-19 21:20:00,13288.47952,16485.81,BUY,14.404121495566592
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-10-27 03:33:20,13272.92511,13272.93,SELL,14.387199126103948
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-10-27 03:33:20,13026.33904,13026.35,SELL,14.118926618121895
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2024-10-27 03:33:20,13012.16518,58939.81,BUY,14.10350621351434
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2024-10-27 03:33:20,13012.16518,58939.81,BUY,14.10350621351434
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-10-27 03:33:20,-12878.14,88902.0,BUY,-14.063766589281729
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-06-15 15:06:40,-12752.91304,32910.88,BUY,-13.927526327915107
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-19 21:20:00,12817.36399,99999.91,BUY,13.891572896278745
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-19 21:20:00,12807.40468,168957.39,SELL,13.880737697552917
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-19 21:20:00,12641.26758,213487.25,SELL,13.699989383238709
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-19 21:20:00,12415.02767,150058.21,BUY,13.45385241345232
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-19 21:20:00,12207.28616,26418.19,BUY,13.227840717415805
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-27 03:33:20,12199.93511,12199.97,SELL,13.219843166622278
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-10-27 03:33:20,12121.58123,12121.59,SELL,13.134598319264416
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-10-27 03:33:20,-11996.80693,82817.87,BUY,-13.104923159657245
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-10-27 03:33:20,11978.80874,11978.82,SELL,12.979269455946458
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-19 21:20:00,11955.79782,192591.02,SELL,12.95423480082837
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-19 21:20:00,11749.70815,31602.17,BUY,12.730020218714735
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-10-27 03:33:20,11734.21483,102747.91,BUY,12.713164311917694
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-19 21:20:00,11676.98409,49284.99,BUY,12.650900315604078
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-10-27 03:33:20,11655.0,28330.0,BUY,12.626982796824517
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-19 21:20:00,11639.01092,81166.06,BUY,12.609587529557693
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-10-27 03:33:20,11489.99,11490.0,SELL,12.447460707267233
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-06-15 15:06:40,11448.9135,7179.1,BUY,12.402771663502008
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-19 21:20:00,11322.34027,65875.68,BUY,12.265066732094125
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-06-15 15:06:40,-11199.63611,99947.04,BUY,-12.237643774526079
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-19 21:20:00,11123.94587,42528.08,BUY,12.049224193796665
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-19 21:20:00,11090.4965,32210.0,BUY,12.012833061157584
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-19 21:20:00,10992.33293,185639.85,SELL,11.90603632638513
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-19 21:20:00,-10887.22785,643980.69,SELL,-11.897760230315695
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-19 21:20:00,10922.04212,234160.5,BUY,11.829563669649938
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-27 03:33:20,10830.13397,10830.17,SELL,11.729572498597614
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-19 21:20:00,10761.81781,37501.7,BUY,11.655248155868508
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-10-27 03:33:20,10747.96578,10747.97,SELL,11.640177885156367
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-19 21:20:00,10647.977,38563.98,BUY,11.531395419136832
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-19 21:20:00,10564.65753,15021.37,BUY,11.440748274386783
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-19 21:20:00,10564.65753,15021.37,BUY,11.440748274386783
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-19 21:20:00,10545.5452,51264.41,BUY,11.419955077502301
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-19 21:20:00,10512.44,129040.2,SELL,11.383938383488534
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-07-03 09:46:40,-10309.40032,97708.22,SELL,-11.269114659808913
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-10-27 03:33:20,-10259.468,87610.64,BUY,-11.214790955652541
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2024-10-27 03:33:20,-10242.72803,99000.26,SELL,-11.196578760067265
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-02-19 21:20:00,10308.83318,48661.88,SELL,11.162425009908059
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-19 21:20:00,10293.2433,6917.71,BUY,11.145464050974981
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2024-10-27 03:33:20,10262.74406,46486.05,BUY,11.11228250261604
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-02-19 21:20:00,10059.39613,1168370.61,SELL,10.89105078756393
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-06-15 15:06:40,10024.26205,3279596.7,SELL,10.852826780193027
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-10-27 03:33:20,10001.92153,10001.93,SELL,10.82852148456127
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-10-27 03:33:20,10001.52187,10001.53,SELL,10.828086675772031
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-19 21:20:00,9960.876125,34710.66,BUY,10.783866270499548
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-06-15 15:06:40,-9846.60092,25000.38,BUY,-10.765613566942678
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-10-27 03:33:20,9871.045775,9871.05,SELL,10.686135635158282
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-19 21:20:00,9870.14273,26729.6,BUY,10.685153170305458
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-10-27 03:33:20,9848.882195,9848.89,SELL,10.662022840820544
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-10-27 03:33:20,9837.712027,9837.72,SELL,10.649870293095763
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-19 21:20:00,9829.40275,111667.62,SELL,10.640830242373077
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-02-19 21:20:00,-9691.525303,47373.2,SELL,-10.596899556863137
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-10-27 03:33:20,9737.981968,17884.98,BUY,10.541369301741597
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-19 21:20:00,9634.239225,120755.32,BUY,10.428502723959859
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-02-19 21:20:00,-9454.732356,56300.77,BUY,-10.339281445004055
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2024-10-27 03:33:20,9503.355131,12327.5,SELL,10.286107802169107
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-06-15 15:06:40,9460.46376,807595.27,SELL,10.239444275438021
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-06-15 15:06:40,9373.37,14730.0,BUY,10.144690904232636
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-06-15 15:06:40,9367.37,14736.0,BUY,10.138163223865726
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-19 21:20:00,9356.440365,11630.39,BUY,10.126272363231228
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-27 03:33:20,9327.908237,9327.94,SELL,10.095230927935937
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-19 21:20:00,9327.49344,135584.29,SELL,10.09477965089708
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-06-15 15:06:40,-9215.75302,24000.13,BUY,-10.079284658386683
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-19 21:20:00,9303.86424,5115.69,BUY,10.069072340076117
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-10-27 03:33:20,9244.995,9245.0,SELL,10.005025743048972
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-19 21:20:00,9181.0,128050.0,BUY,9.935402592202244
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-19 21:20:00,9120.118585,18868.02,BUY,9.869166855968052
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-19 21:20:00,8904.42,27187.6,BUY,9.634498286222282
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-19 21:20:00,8886.678974,37498.68,BUY,9.615196995037444
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-19 21:20:00,8879.51704,49999.84,BUY,9.607405192377295
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-19 21:20:00,8859.81591,88886.98,SELL,9.585971412459472
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2024-10-27 03:33:20,8856.355131,11680.5,SELL,9.58220626927072
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-19 21:20:00,-8733.392528,55776.06,BUY,-9.554502139486498
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2024-10-27 03:33:20,8830.785736,39999.86,BUY,9.554388129648178
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-19 21:20:00,8823.230484,212622.65,SELL,9.546168417956936
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-19 21:20:00,8765.5,3366.0,BUY,9.483360726793775
0x271b280974205ca63b716753467d5a371de622ab,2025-06-15 15:06:40,-8665.613614,345873.47,BUY,-9.480762291785124
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-19 21:20:00,8726.085368,12407.19,BUY,9.440479706881215
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-06-15 15:06:40,8633.812548,1246278.89,SELL,9.340091794295656
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-10-27 03:33:20,8605.154778,19362.21,BUY,9.308913667197588
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-19 21:20:00,8590.602382,10660.4,BUY,9.293081435587473
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-10-27 03:33:20,8589.758585,8589.76,SELL,9.29216342940238
