Account,total_pnl,avg_pnl,pnl_std,min_pnl,max_pnl,total_volume,avg_volume,volume_std,num_trades,anomaly,anomaly_score
0x083384f897ee0f19899168e3b1bec365f52a9012,1600229.819979,419.1277684596647,4692.452328769464,-117990.1041,135329.0901,61697263.97,16159.57673389209,54231.23702042129,3818,-1,-0.6616562758067355
0x513b8629fe877bb581bf244e326a047b249c4ff1,840422.555216,68.68441935403726,639.402443690808,-29370.1198,19530.5225,420876556.36,34396.58028440667,131938.82418690837,12236,-1,-0.6782019318295424
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2143382.597689,145.48174829898866,1374.0264020518696,-5028.066368,48504.09555,56543565.23,3837.885375008484,9379.337112904717,14733,-1,-0.6118140952767964
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,836080.553077,20.806304824731235,264.12388031602336,-22634.46345,22883.51252,74107810.44,1844.2118863229146,4572.40346309087,40184,-1,-0.5950180286430646
