Feature,Coefficient,Std_Coefficient,P-value,Significant
Intercept,406.2906872110881,228.4140127388534,0.000575929047781496,True
sentiment_value,-3.788179928826156,-74.94027636489506,0.040322043305713984,True
sentiment_change,8.157965373757479,80.54109294873453,0.031177320145646205,True
previous_day_pnl,0.00196954176773824,178.85577251468817,2.7766257785632104e-06,True
